ID,ISO,NAME_0,HASC_1,ISONEW,Colony
12583,BTN,Bhutan,BT.SJ,BTN,BTN
12584,BTN,Bhutan,BT.SG,BTN,BTN
12585,BTN,Bhutan,BT.TY,BTN,BTN
12586,BTN,Bhutan,BT.TA,BTN,BTN
12587,BTN,Bhutan,BT.TM,BTN,BTN
12588,BTN,Bhutan,BT.TO,BTN,BTN
12589,BTN,Bhutan,BT.WP,BTN,BTN
12590,BWA,Botswana,BW.CE,BWA,BWA
12591,BWA,Botswana,BW.GH,BWA,BWA
12592,BWA,Botswana,BW.KG,BWA,BWA
12593,BWA,Botswana,BW.KL,BWA,BWA
12594,BWA,Botswana,BW.KW,BWA,BWA
12595,BWA,Botswana,BW.NE,BWA,BWA
12596,BWA,Botswana,BW.NW,BWA,BWA
12597,BWA,Botswana,BW.SE,BWA,BWA
12598,BWA,Botswana,BW.SO,BWA,BWA
12600,CAF,Central African Republic,CF.BK,CAF,CAF
12601,CAF,Central African Republic,CF.HK,CAF,CAF
12602,CAF,Central African Republic,CF.HM,CAF,CAF
12605,CAF,Central African Republic,CF.MB,CAF,CAF
12611,CAF,Central African Republic,CF.SE,CAF,CAF
12612,CAF,Central African Republic,CF.VK,CAF,CAF
12613,CAN,Canada,CA.AB,CAN,CAN
12614,CAN,Canada,CA.BC,CAN,CAN
12615,CAN,Canada,CA.MB,CAN,CAN
